Author,Article title,Issue,Date,Subject location,Subject keywords
"Roberts, Tony",Lawrence of Arabia,71,Oct-1988,,poem;
"Saville, Liz",Property,71,Oct-1988,,poem;
"Stow, Randolph",Three poems,71,Oct-1988,,poem;
"Wilkins, Helen",The inhalation,71,Oct-1988,,poem;
"SCHOPFLIN, GEORGE",Transylvania as a political question,72,Dec-1988,Romania;Transylvania;,
"David, Tudor",Hearts but no coronets,72,Dec-1988,,
"Iorweth, Dylan",Two months,72,Dec-1988,,column;current affairs;
"Clifford, Desmond",Who rules the airwaves?,72,Dec-1988,,broadcasting;
"Butler, Chris",Mudiad Ysgolion Meithrin comes of age,72,Dec-1988,,Education;nursery
Ffrancon,Dai Dialectic and the body politic,72,Dec-1988,,cartoon;
"PUGH, SHEENAGH",Staying alive,72,Dec-1988,,death;
"Evans, Neil",The great game of Britain,72,Dec-1988,,political identity
"Deaccon, Bernard",The smile on the face of the Cornish cat,72,Dec-1988,Cornwall,
"Jones, R. Gerallt",The man from Groeslon,72,Dec-1988,Groeslon,
"Lord, Peter",The beautiful empty place,72,Dec-1988,,art;landscape;
"WILLIAMS, GLANMOR",The Act of Incorporation and the Welsh language,72,Dec-1988,,Acts of Union (1536);
"PHILLIPS, BETHAN",A fine day's work,72,Dec-1988,Flanders;,Hedd Wyn
"Hooker, Jeremy",The new iconoclasm,72,Dec-1988,,poetry;war
"WILLIAMS, HEFIN",Talking about the referendum,72,Dec-1988,,devolution
"Bamford, Kevin",Phantom over the hill fort,72,Dec-1988,,poem;
"Bendon, Chris",Dr Christopher's cabinet of wonders,72,Dec-1988,,poem;
"Clancy, Joseph P.",Loyalties,72,Dec-1988,,poem;
"Earle, Jean",Afterwards,72,Dec-1988,,poem;
"Edmond, Lauris",The drive,72,Dec-1988,,poem;
"Finch, Peter",Words for rain,72,Dec-1988,,poem;
"Jones, Huw",A taste of honey,72,Dec-1988,,poem;
"Pitt, Mair",Woman in a London restaurant,72,Dec-1988,,poem;
"Barnie, John",Death of the mackerel,73,Feb-1989,Denmark,gangs
"Okey, Robin",Plausible perspectives,73,Feb-1989,,Historiography
"Bell, Ian",How green was my valley,73,Feb-1989,,
"WILLIAMS, CHRIS",The making of a Welsh Fascist (interview with Jeffrey Hamm),73,Feb-1989,,fascism;
"Harris, John",Not only a place in Wales,73,Feb-1989,,
"Iorweth, Dylan",Two months,73,Feb-1989,,column;current affairs;
"THOMAS, NED",Beyond Nagorny Karabakh,73,Feb-1989,Soviet Union,
Ffrancon,Dai Dialectic and the body politic,73,Feb-1989,,cartoon;
"Jenkins, Mike",Stirring sounds,73,Feb-1989,,Music;rock
"Hughes, Judy",Fit Wales?,73,Feb-1989,,Health
"Egan, David",Big match time at Pontypridd,73,Feb-1989,Pontypridd,
"Baslom, Denis",The smoke behind the fires,73,Feb-1989,,arson campaign;
"PUGH, SHEENAGH",Prosper Merimee and the poodle's paw,73,Feb-1989,,literatuer;poetry
"Dennis, Ronald D.",The Welsh Mormon exodus,73,Feb-1989,,Church of Jesus Christ of Latter-Day Saints
"Erfyl, Gwyn",Tryweryn,73,Feb-1989,Capel Celyn;Tryweryn,water industry
"SMITH, KEN EDWARD",Exploring the God-space,73,Feb-1989,,"Thomas, R.S"
"PRICE-OWEN, ANNE",Provoked by innocence,73,Feb-1989,,
"RABEY, DAVID IAN",Watching the watchmen,73,Feb-1989,,comics;graphic novels
"Jenkins, Nigel",The tradition that might be,73,Feb-1989,,
"Beynon, B.W.",John Keats at Wentworth Place,73,Feb-1989,,poem;
"Davies, John",Three poems on Utah,73,Feb-1989,,poem;
"Houston, Douglas",Pictograph,73,Feb-1989,,poem;
"Hughes, Jeremy",The Perfumed pillow,73,Feb-1989,,poem;
"Stewart, Pamela",Dogs,73,Feb-1989,,poem;
"THOMAS, NED",Welsh education funding,74,Apr-1989,,
"PUGH, SHEENAGH","Who's the good guy, anyway?",74,Apr-1989,,civil disobedience;violence
"Hodgson, John",Serbs and Albanians in Kosovo,74,Apr-1989,Serbia;Albania;Kosovo;,Albanians;
"Hamm, Jeffrey",The making of a Welsh Fascist (interview with Chris Williams),74,Apr-1989,,British Union of Fascists;Fascism;political identity
"Iorweth, Dylan",Two months,74,Apr-1989,,column;current affairs;
"Havard, Robert",Lost tribe or European nation?,74,Apr-1989,,football;
"THOMAS, DENNIS",Lost tribe or European nation?,74,Apr-1989,,football;
"Minhinnick, Robert",Recycling our rubbish,74,Apr-1989,,recycling;environment;
"Gramich, Katie",Arvon Foundation in Wales,74,Apr-1989,,Arvon Foundation;poetry
"STOVER, GWILYM",The Welsh Language Monitor,74,Apr-1989,North America,welsh language;
Ffrancon,Dai Dialectic and the body politic,74,Apr-1989,,cartoon;
"THOMAS, SIMON","Govan, Ponty and the Poll Tax",74,Apr-1989,Govan;Pontypridd,community charge;poll tax
"Davies, Idris",The Valleys revisited,74,Apr-1989,,
"THOMAS, NED",Aland : the fortunate isles?,74,Apr-1989,Aland islands;Finland;,
"PIKOULIS, JOHN",The ideology of Anglo-Welsh,74,Apr-1989,,Anglo-Welsh;
"Hemmerechts, Kristien",Jean Rhys and Charlotte Bronte's mad Creole,74,Apr-1989,Jamaica,"Bronte, Charlotte;Rhys, Jean"
"Jones, Ken",On the endangered species list?,74,Apr-1989,,Green Party;politics;national identity;Plaid Cymru
"Crawford, Alistair",A personal vocabulary,74,Apr-1989,,"art;wood-engraving;Paynton, Colin"
"Clarke, Gillian",Cofiant,74,Apr-1989,,poem;
"Hughes, Jeremy",Madonna,74,Apr-1989,,poem;
"Morden, M.J.",Travel supplement,74,Apr-1989,,poem;
"Mourby, Adrian",From here to Armageddon,75,Jun-1989,,"Archers, The (radio programme);radio;drama;soap operas"
"Iorweth, Dylan",Two months,75,Jun-1989,,column;current affairs;
"Minhinnick, Robert",Greenhouse blues,75,Jun-1989,,environment;greenhouse effect;global warming;
Ffrancon,Dai Dialectic and the body politic,75,Jun-1989,,cartoon;
"Jones, Barry",How our MPs performed,75,Jun-1989,,politics;MPs
"Davies, Gwen",Academi Gymreig conference,75,Jun-1989,,"Academi Gymreig, Yr;"
"Osmond, John",Whose Bull of Rights?,75,Jun-1989,,Charter 88;Conservative Party;constitutional reform;
"Hill, Greg",Creative reading or creative writing?,75,Jun-1989,,creative writing;poetry;
"David, Tudor","Rich, Mel and Co.",75,Jun-1989,,"Burton, Richard;"
"Minhinnick, Robert",A greener desert?,75,Jun-1989,,environment;Land reclamation;
"Davies, Idris",A chapter of boyhood 1914-18,75,Jun-1989,Rhymney Valley,World War I
"PUGH, SHEENAGH","Andromache 10, International diplomacy 0",75,Jun-1989,,tradition
"Braithwaite, Edward Kamau",Writing in light (interview with Stewart Brown),75,Jun-1989,,
"Brown, Stewart",Writing in light (interview with Edward Kamau Braithwaite),75,Jun-1989,,
"WILLIAMS, GWYN",The Welsh dolce vita and the englyn,75,Jun-1989,,
"TIGHE, CARL",A worm's-eye view,75,Jun-1989,Poland;,Kaszubians
"Jones, Mark Rees",Wales in Vanity Fair,75,Jun-1989,,caricature;Vanity Fair
"WEINGARTNER, REGINA",The fight against sentimentalism,75,Jun-1989,,"Brown, George Douglas;"
"Edmond, Lauris",At Grass Street,75,Jun-1989,,poem;
"Edmond, Lauris",Things,75,Jun-1989,,poem;
"Finch, Peter",Language,75,Jun-1989,,poem;
"Schwenk, Norman",The golden cross,75,Jun-1989,,poem;
"Ward, J.P.",In the box,75,Jun-1989,,poem;
"THOMAS, NED",Sponsors and subversives,76,Aug-1989,,Cymdeithas yr Iaith Gymraeg;Welsh language
"Hawkes, David",Retiring to the mountains (interview with Cedric Maby),76,Aug-1989,China,Chinese literature;
"Maby, Cedric",Returning to the mountains (interview with David Hawkes),76,Aug-1989,China,Chinese literature;
"Hill, Greg",George Borrow in Wales,76,Aug-1989,,"Borrow, George;"
"Iorweth, Dylan",Two months,76,Aug-1989,,column;current affairs;
"Minhinnick, Robert",The opencast problem,76,Aug-1989,,coal industry;environment;
"Davies, Gwen",The Van leer Project,76,Aug-1989,,
Ffrancon,Dai Dialectic and the body politic,76,Aug-1989,,cartoon;
"Davies, Brenda",Development of Snowdonia National Park,76,Aug-1989,Snowdonia National Park,planning;
"Jones, Kathryn",Beijing diary,76,Aug-1989,China;,education;universities
"Lord, Peter",In praise of simple things,76,Aug-1989,,Painting;artisan;art
"PUGH, SHEENAGH","Catullus, the tailor and God",76,Aug-1989,,Censorship
"Edwards, Huw",Epidemic hysteria 1188-1986,76,Aug-1989,,Health;epidemic hysteria
"Davies, Idris",A holiday at home,76,Aug-1989,Rhymney Valley,
"Barnie, John",Wine in the glass,76,Aug-1989,,wines;
"Conran, Tony",Anglo-Welsh manque?,76,Aug-1989,,
"Davies, Hazel Walford",Divisions,76,Aug-1989,,
"Jones, Gareth Elwyn","Those who can, teach",76,Aug-1989,,education;Sir O.M. Edwards
"SMITH, DAI",The Welsh identity of Raymond Williams,76,Aug-1989,,
"Jones, Noragh",Blod and the brush salesman,76,Aug-1989,,education;teaching of Welsh
"Clancy, Joseph P.",Translation,76,Aug-1989,,poem;
"Oen, Jan",the outside lavatory,76,Aug-1989,,poem;
"Thomas, R.S.",Nant Gwrtheyrn,76,Aug-1989,,poem;
"Webb, Harri",Dowlais,76,Aug-1989,,poem;
"Barnie, John",What the chaps are saying,77,Oct-1989,,arts funding;
"Iorweth, Dylan",Two months,77,Oct-1989,,column;current affairs;
"Osmond, John",Green dreams,77,Oct-1989,,environment;Green Party;politics;Plaid Cymru
"Barnes, David Russell",The National Curriculum for history,77,Oct-1989,,education;history
"Morgan, Peter",Promoting Japanese,77,Oct-1989,Japan;,Japanese;language;
"Aplin, Jackie",Race at the Sherman,77,Oct-1989,,"Green, Timothy"
"Nisbet, Robert",Welsh Union of Writers conference,77,Oct-1989,,Welsh Union of Writers;
Ffrancon,Dai Dialectic and the body politic,77,Oct-1989,,cartoon;
"Davies, Gwen",UK Friends of the Earth Conference,77,Oct-1989,,environment;Friends of the Earth UK
"Francis, Michael",Friends of the Earth UK,77,Oct-1989,,environment;Friends of the Earth UK
"Minhinnick, Robert",Feeding the baby,77,Oct-1989,,Irish Sea;pollution
"Joseph, Mike",The new school bible,77,Oct-1989,,education;teaching of English in Wales
"PUGH, SHEENAGH",Home or away?,77,Oct-1989,,Home
"Adler, David",Struggling on,77,Oct-1989,,working class
"Giardelli, Arthur",Artists as friends (interview with Ceridwen Lloyd-Morgan),77,Oct-1989,,art;
"Lloyd-Morgan, Ceridwen",Artists as friends (interview with Arthur Giardelli),77,Oct-1989,,Arthur Giardelli;art;
"Mackay, R. Ross",Beyond the Channel Tunnel,77,Oct-1989,France;England;,Channel Tunnel
"Day, Graham",Whatever happened to the sociology of Wales?,77,Oct-1989,,Sociology
"Davies, Idris",Memories of childhood,77,Oct-1989,Rhymney Valley,
"Nakano, Yoko",An onscure subject,77,Oct-1989,Japan;,
"Earle, Jean",Antarctica,77,Oct-1989,,poem;
"Fahey, Diane",A scribe of Essex,77,Oct-1989,,poem;
"Graham, Desmond",Two characters,77,Oct-1989,,poem;
"Lewis-Jones, Tony",1918,77,Oct-1989,,poem;
"Hudson, Clare",The chemistry set,78,Dec-1989,,"universities;University College, Cardiff"
"Adamson, Dave",Patriarchy and class,78,Dec-1989,,working class
"Iorweth, Dylan",Two months,78,Dec-1989,,column;current affairs;
"John, Brian",The future of windpower,78,Dec-1989,,
"Davies, Gwen",Conservation quangos for Scotland and Wales,78,Dec-1989,,Nature Conservancy Council;conservation;quangos;environment
"Morgan, Peter",Aberaman Phurnacite Plant,78,Dec-1989,Aberaman;Cynon Valley;,coal industry;
"WHITTALL, DAFYDD",How they'll learn Welsh,78,Dec-1989,,education;teaching of English in Wales
Ffrancon,Dai Dialectic and the body politic,78,Dec-1989,,cartoon;
"Davies, Janet",The Mercator Project,78,Dec-1989,,Mercator Project;minority languages
"PIERCY, JILL",George Chapman's Rhondda,78,Dec-1989,Rhondda Valley,"Chapman, George;painting"
"Jones, Kathryn",Out of earshot,78,Dec-1989,China,education;universities;
"ROBERTS, G.N.",A way of remembering,78,Dec-1989,,
"RHYS, GLYN",Leopold Kohr at eighty,78,Dec-1989,Eastern Europe,"economics;Kohr, Leopold"
"SMITH, PENNY",Not born in heaven,78,Dec-1989,Australia;,aborigines;
"Carter, Harold",The National Atlas of Wales,78,Dec-1989,,cartography;National Atlas of Wales
"Minhinnick, Robert",Not the Shell Guide,78,Dec-1989,Ireland;,
"RITCHIE, CARSON",Vanishing pearls,78,Dec-1989,,pearls;conservation;mussels;environment
"PUGH, SHEENAGH",On the edge,78,Dec-1989,Scotland;Shetland,
"Davies, Lyn",The music of Alun Hoddinott,78,Dec-1989,,"Hoddinott, Alun;music"
"Conran, Tony",Cywydd (of greeting) (tr.),78,Dec-1989,,poem;
"Gruffydd, Peter",Through the wall,78,Dec-1989,,poem;
"Hopkins, Gerard Manley",Cywydd (of greeting) (tr. Tony Conran),78,Dec-1989,,poem;
"Jenkins, Mike",Murderer,78,Dec-1989,,poem;
"Mason, Neal",The absentees,78,Dec-1989,,poem;
"Wilkins, Helen",Getting dressed,78,Dec-1989,,poem;
"THOMAS, NED",Before the Act,79,Feb-1990,,Welsh Language Board;
"THOMAS, NED","If East is West, perhaps West is East",79,Feb-1990,Europe,capitalism;socialism
"SAVILL, CHARMIAN C.",Dismantling the wall,79,Feb-1990,,Brith gof;
"Iorweth, Dylan",Two months,79,Feb-1990,,column;current affairs;
"Jones, David (1)",The A55 - which way forward?,79,Feb-1990,,Roads
"Baines, Iola",National Film and Video Archive,79,Feb-1990,Aberystwyth,National Film and Video Archive
Ffrancon,Dai Dialectic and the body politic,79,Feb-1990,,cartoon;
"Mourby, Adrian",Welsh images in British drama,79,Feb-1990,,theatre;Drama;Welsh images
"Harvie, Christopher","Of Trabbis, trains and twins",79,Feb-1990,Scotland;East Germany,
"Osmond, John",Reclaiming Scottish sovereignty,79,Feb-1990,Scotland;,
"SAUNDERS, TIM",From the wreck of a fight,79,Feb-1990,,Irish literature;
"Mac Grianna, Seosamh",I cannot imagine a Welshman dying for his country,79,Feb-1990,Ireland;,
"Hughes, S.J.C.",The rebirth of an industry - copper from Parys,79,Feb-1990,Parys Mountain;Anglesey;,copper mining;
"REES, IOAN BOWEN",The threat to local government,79,Feb-1990,,local government;
"Jenkins, Nigel",The scars of imagination,79,Feb-1990,New York;,"Cale, John;music;"
"Garlick, Raymond",Two poems,79,Feb-1990,,poem;
"Hill, Greg",Incomers,79,Feb-1990,,poem;
"Jones, Huw",Man lying in a hallway,79,Feb-1990,,poem;
"Lomax, Bill",Has the spirit of 1956 been laid to rest?,80,Apr-1990,Hungary;,
"Harvie, Christopher",The vanishing island,80,Apr-1990,Germany,journalism;
"Iorweth, Dylan",Two months,80,Apr-1990,,column;current affairs;
"Osmond, John",Choosing channels,80,Apr-1990,,television;English language
Ffrancon,Dai Dialectic and the body politic,80,Apr-1990,,cartoon;
"RICHARDS, HUGH",Atomic tombs or green fields?,80,Apr-1990,,nuclear power
"WILLIAMSON, HOWARD",Trapped as teenagers,80,Apr-1990,,young offenders;judicial system;law
"THOMAS, NED",Probings (interview with R.S. Thomas),80,Apr-1990,,"Thomas, R.S.;poetry"
"THOMAS, R.S.",Probings (interview with Ned Thomas),80,Apr-1990,,"Thomas, R.S.;poetry"
"Disney, Michael",Humming birds dunes,80,Apr-1990,Mexico,
"ROBINSON, IAN",good guys & bad guys,80,Apr-1990,Sahel;,
"Hilton, Ian",The other GDR,80,Apr-1990,Germany,poetry
"Evans, Neil",Nice people and red necks,80,Apr-1990,Ireland,Irish studies
"Bidgood, Ruth",Leaving,80,Apr-1990,,poem;
"Biermann, Wolf",Ballade vom gut Kirchenessen/Ballad of fine cherry eating (tr. Ian Hilton),80,Apr-1990,,poem;
"Curtis, Tony",To the train and Hammad (tr.),80,Apr-1990,,poem;
"Czechowski, Heinz",Als die Worter verboten waren/When the words were forbidden (tr. Ian Hilton),80,Apr-1990,,poem;
"Czechowski, Heinz",Historische reminiszenz/Historical reminiscence (tr. Ian Hilton),80,Apr-1990,,poem;
"Had, Mustafa",To the train and Hammad (tr.),80,Apr-1990,,poem;
"Hilton, Ian",German poems ,80,Apr-1990,,poem;
"Kirsch, Sarah",Zerrissenheit/Innerconflict (tr. Ian Hilton),80,Apr-1990,,poem;
Mudhafer Al Nawab,To the train and Hammad (tr. Tony Curtis and Mustafa Had),80,Apr-1990,,poem;
"Muller, Heiner",Selbstkritik/Self-criticism (tr. Ian Hilton),80,Apr-1990,,poem;
"Reynolds, Oliver",DTs on Oliver's island,80,Apr-1990,,poem;
"Thomas, R.S.",Bleak liturgies,80,Apr-1990,,poem;
"Disney, Michael",Pillar of light,81,Jun-1990,United States,Hubble Space Telescope;space technology
"Iorweth, Dylan",Two months,81,Jun-1990,,column;current affairs;
"Osmond, John",Anaethetising nationalism?,81,Jun-1990,,nationalism;devolution;Labour Party
"Graham, Angela",Campaign for Quality Television Wales,81,Jun-1990,Wales,"Campaign for Quality Television, Wales;"
"Hill, Greg",The Welsh Academy conference,81,Jun-1990,,"Academi Gymreig, Yr;"
"Jones, David (1)",Decommissioning Trawsfynydd,81,Jun-1990,Trawsfynydd,nuclear power;
Ffrancon,Dai Dialectic and the body politic,81,Jun-1990,,cartoon;
"Mackay, R. Ross",Your health and mine,81,Jun-1990,,National Health Service
"THOMAS, NED",From Raymond Williams to post-modernism?,81,Jun-1990,,
"Barnie, John",The age of the arthropods,81,Jun-1990,,Nature;Palaeontology
"Harvie, Christopher",Up the (Scottish Co-operative Wholesale) reupblic!,81,Jun-1990,Scotland,
"Gwynn, Elinor",The diversification game,81,Jun-1990,,agriculture;farming
"REES, W.J.",Inequalities: Caradoc Evans and DJ. Williams,81,Jun-1990,,Sociology
"Joyner, Paul",The Dolbadarn exhibition,81,Jun-1990,Dolbadarn;,art;exhibitions;
"Gray, David J.",A Welsh-American mosaic,81,Jun-1990,United States;Wales;,Welsh Americans;
"Bielski, Alison","Lost garden, Queen Street Cardiff",81,Jun-1990,,poem;
"Evans, Christine",Inside the wall,81,Jun-1990,,poem;
"Jenkins, Mike",Flasher,81,Jun-1990,,poem;
"Macpherson, Hugh",A fine day four it,81,Jun-1990,,poem;
"WILLIAMS, JOHN ROBERTS",Idris Davies visits the Eisteddfod,82,Aug-1990,Rhymney,"Davies, Idris;poetry"
"WILLIAMS, GWYN A.",With the history left in,82,Aug-1990,,historiography;
"Iorweth, Dylan",Two months,82,Aug-1990,,column;current affairs;
"Carlin, Patrick",Welsh in Gwent scols: the Basque example,82,Aug-1990,Gwent;Basque Country;,language;
"Jones, Elin Haf Gruffydd",Welsh in Gwent schools: the Basque Example,82,Aug-1990,Gwent;Basque Provinces;France;Spain;Gernika;Newport,Basque language teaching;euskera;education
"Minhinnick, Robert",The peat problem,82,Aug-1990,,fossil fuels;environment;
"Barnes, David Russell",International curriculum for 16 to 19 year olds,82,Aug-1990,,education;International Curriculum;international baccalaureate
"Osmond, John","Citizens, civil societies, nations and assemblies",82,Aug-1990,,devolution;citizenship;civil society
Ffrancon,Dai Dialectic and the body politic,82,Aug-1990,,cartoon;
"THOMAS, SIMON",The Poll Tax and community councils,82,Aug-1990,,community charge;poll tax
"Griffiths, Sally",St David's over the horizon radar base,82,Aug-1990,Pembrokeshire,radar installations
"Argemi, Aureli",Ten years of autonomy in Catalunya,82,Aug-1990,Catalunya;,
"Harvie, Christopher",Yes Minister-President!,82,Aug-1990,Baden-Wurtenberg;,European Community;European High-Technology Confederation;inter-regionalism
"Jones, J.A.A. ",Greenhose Wales,82,Aug-1990,,global warming;greenhouse effect;environment
"Jones, Dylan",The state of the working poor,82,Aug-1990,,poverty;working class;
"Davies, Gareth Alban","Guillem Nadal Blane - diplomat, poet, translator",82,Aug-1990,,"Guillem Nadal Blanes diplomat, poet, translator"
"Jenkins, Gwyn",Keeping up with the Macs,82,Aug-1990,,devolution
"Lord, Peter",A visual handicap,82,Aug-1990,,art galleries;National Museum of Wales
"Davies, Idris",Thanksgiving,82,Aug-1990,,poem;
"Havard, Robert",Off duty N.Z.,82,Aug-1990,,poem;
"Lawrence, Huw",Yr eneth wrthodedig,82,Aug-1990,,poem;
"Liardet, Tim",Bole-water,82,Aug-1990,,poem;
"Windsor, Penny",All that is left,82,Aug-1990,,poem;
"Jenkins, Nigel",The poetry of Harri Webb,83,Oct-1990,,
" Humphreys, Emyr",A lost leader?,83,Oct-1990,,British identity;national identity;Welsh
"Iorweth, Dylan",Two months,83,Oct-1990,,column;current affairs;
"WILLIAMS, EDWARD",Crisis at the National Library,83,Oct-1990,Aberystwyth,National Library of Wales
"Davies, Gwen",new arts report,83,Oct-1990,,arts;
Ffrancon,Dialectic of Arabia,83,Oct-1990,,cartoon;
"Carrog, Eleri",News from the Gutter,83,Oct-1990,,anti-Welsh journalism;racism;
"Brown, Stewart",Welsh Union of Writers' Conference,83,Oct-1990,,Welsh Union of Writers
"Nairn, Tom",An arena for the Scots?,83,Oct-1990,Scotland;,Nationalism;Scottish
"WILKS, IVOR",Harri's web,83,Oct-1990,,"republicanism;Webb, Harri"
"STEPHENS, MEIC",The Garth Newydd,83,Oct-1990,Merthyr Tydfil,
"Harvie, Christopher",Carlyle on the road to Weimar,83,Oct-1990,Germany,journalism
"REES, GARETH",Restructuring Britain,83,Oct-1990,,
